Gene1	Gene2	Score
YDR254W	YJR107W	0.050084
YKL183C-A	YGR204C-A	0.050081
YKL029C	YKL030W	0.050071
YBR172C	YNL153C	0.050064
YHR038W	YGR215W	0.050061
YGR086C	YHR113W	0.050059
YOR343C	YNL190W	0.050053
YIL036W	YOR137C	0.05005
YHR085W	YAL025C	0.050046
YBL044W	tE(UUC)B	0.050045
YOR199W	YDR340W	0.050044
YEL018W	YPL038W-A	0.050011
YNL089C	YBR219C	0.05001
YPR152C	YER134C	0.050006
YJL059W	tR(UCU)G3	0.050004
YML060W	YKL115C	0.050004
